2017116.192055__OXA_382 Made 2017116.192055__OXA_382 into gene. strand=+, frame=0
201713.193851__GES_8 Made 201713.193851__GES_8 into gene. strand=+, frame=0
201713.193856__CTX_M_113 Made 201713.193856__CTX_M_113 into gene. strand=+, frame=0
201713.19385__aadK Made 201713.19385__aadK into gene. strand=+, frame=0
201713.19389__QnrA7 Made 201713.19389__QnrA7 into gene. strand=+, frame=0
201713.1938__OXA_236 Made 201713.1938__OXA_236 into gene. strand=+, frame=0
201713.193912__CTX_M_49 Made 201713.193912__CTX_M_49 into gene. strand=+, frame=0
201713.193918__tet_40_ Made 201713.193918__tet_40_ into gene. strand=+, frame=0
201713.193923__tet_X_ Made 201713.193923__tet_X_ into gene. strand=+, frame=0
201713.193928__CMY_11 Made 201713.193928__CMY_11 into gene. strand=+, frame=0
201713.19392__aac_6PRIME__Iad Made 201713.19392__aac_6PRIME__Iad into gene. strand=+, frame=0
201713.193932__BRO_1 Made 201713.193932__BRO_1 into gene. strand=+, frame=0
201713.193938__OXA_120 Made 201713.193938__OXA_120 into gene. strand=+, frame=0
201713.193943__SHV_66 Made 201713.193943__SHV_66 into gene. strand=+, frame=0
201713.193949__OXA_106like Made 201713.193949__OXA_106like into gene. strand=+, frame=0
201713.193959__CARB_3 Made 201713.193959__CARB_3 into gene. strand=+, frame=0
201713.19397__SHV_52 Made 201713.19397__SHV_52 into gene. strand=+, frame=0
201713.194015__CMY_21 Made 201713.194015__CMY_21 into gene. strand=+, frame=0
201713.194025__OKP_B_5 Made 201713.194025__OKP_B_5 into gene. strand=+, frame=0
201713.19402__OXY_2_9 Made 201713.19402__OXY_2_9 into gene. strand=+, frame=0
201713.194036__TEM_77 Made 201713.194036__TEM_77 into gene. strand=+, frame=0
201713.194046__OKP_B_17 Made 201713.194046__OKP_B_17 into gene. strand=+, frame=0
201713.19404__CMY_10 Made 201713.19404__CMY_10 into gene. strand=+, frame=0
201713.194052__tet_30_ Made 201713.194052__tet_30_ into gene. strand=+, frame=0
201713.194057__VIM_5 Made 201713.194057__VIM_5 into gene. strand=+, frame=0
201713.19409__OXA_256 Made 201713.19409__OXA_256 into gene. strand=+, frame=0
201713.194116__VEB_6 Made 201713.194116__VEB_6 into gene. strand=+, frame=0
201713.194122__CMY_72 Made 201713.194122__CMY_72 into gene. strand=+, frame=0
201713.194127__EBR_1 Made 201713.194127__EBR_1 into gene. strand=+, frame=0
201713.194131__B_5 Made 201713.194131__B_5 into gene. strand=+, frame=0
201713.194136__QnrB58 Made 201713.194136__QnrB58 into gene. strand=+, frame=0
201713.194141__CTX_M_28 Made 201713.194141__CTX_M_28 into gene. strand=+, frame=0
201713.194147__CTX_M_139 Made 201713.194147__CTX_M_139 into gene. strand=+, frame=0
201713.194152__aph_3PRIME__III Made 201713.194152__aph_3PRIME__III into gene. strand=+, frame=0
201713.194157__SHV_179 Made 201713.194157__SHV_179 into gene. strand=+, frame=0
201713.19415__SIM_1 Made 201713.19415__SIM_1 into gene. strand=+, frame=0
201713.19417__TEM_88 Made 201713.19417__TEM_88 into gene. strand=+, frame=0
201713.19419__CKO_1 Made 201713.19419__CKO_1 into gene. strand=+, frame=0
201713.1941__TEM_206 Made 201713.1941__TEM_206 into gene. strand=+, frame=0
201713.194213__OXA_223 Made 201713.194213__OXA_223 into gene. strand=+, frame=0
201713.194218__tet_M_ Made 201713.194218__tet_M_ into gene. strand=+, frame=0
201713.194223__QnrB13 Made 201713.194223__QnrB13 into gene. strand=+, frame=0
201713.194228__VEB_2 Made 201713.194228__VEB_2 into gene. strand=+, frame=0
201713.194234__CTX_M_147 Made 201713.194234__CTX_M_147 into gene. strand=+, frame=0
201713.194239__aacA43 Made 201713.194239__aacA43 into gene. strand=+, frame=0
201713.19423__CMY_43 Made 201713.19423__CMY_43 into gene. strand=+, frame=0
201713.194244__sul2 Made 201713.194244__sul2 into gene. strand=+, frame=0
201713.194248__LEN_2 Made 201713.194248__LEN_2 into gene. strand=+, frame=0
201713.19424__MIR_2 Made 201713.19424__MIR_2 into gene. strand=+, frame=0
201713.194254__SHV_161 Made 201713.194254__SHV_161 into gene. strand=+, frame=0
201713.19428__aacA4 Made 201713.19428__aacA4 into gene. strand=+, frame=0
201713.194311__FONA_1 Made 201713.194311__FONA_1 into gene. strand=+, frame=0
201713.194317__TEM_104 Made 201713.194317__TEM_104 into gene. strand=+, frame=0
201713.194323__CTX_M_59 Made 201713.194323__CTX_M_59 into gene. strand=+, frame=0
201713.194329__tet_44_ Made 201713.194329__tet_44_ into gene. strand=+, frame=0
201713.194334__SHV_95 Made 201713.194334__SHV_95 into gene. strand=+, frame=0
201713.19433__aadA10 Made 201713.19433__aadA10 into gene. strand=+, frame=0
201713.194344__OCH_6 Made 201713.194344__OCH_6 into gene. strand=+, frame=0
201713.194349__strA Made 201713.194349__strA into gene. strand=+, frame=0
201713.194354__FOX_9 Made 201713.194354__FOX_9 into gene. strand=+, frame=0
201713.19436__NDM_10 Made 201713.19436__NDM_10 into gene. strand=+, frame=0
201713.19437__TEM_48 Made 201713.19437__TEM_48 into gene. strand=+, frame=0
201713.1943__CTX_M_4 Made 201713.1943__CTX_M_4 into gene. strand=+, frame=0
201713.194413__AST_1 Made 201713.194413__AST_1 into gene. strand=+, frame=0
201713.194424__QnrS6 Made 201713.194424__QnrS6 into gene. strand=+, frame=0
201713.194429__CTX_M_116 Made 201713.194429__CTX_M_116 into gene. strand=+, frame=0
201713.19442__sul1 Made 201713.19442__sul1 into gene. strand=+, frame=0
201713.194435__CTX_M_104 Made 201713.194435__CTX_M_104 into gene. strand=+, frame=0
201713.19443__TEM_141 Made 201713.19443__TEM_141 into gene. strand=+, frame=0
201713.19446__CMY_75 Made 201713.19446__CMY_75 into gene. strand=+, frame=0
201713.19449__strA Made 201713.19449__strA into gene. strand=+, frame=0
201713.19451__CTX_M_87 Made 201713.19451__CTX_M_87 into gene. strand=+, frame=0
201713.1946__OXA_352 Made 201713.1946__OXA_352 into gene. strand=+, frame=0
201713.19513__mph_C_ Made 201713.19513__mph_C_ into gene. strand=+, frame=0
201713.19522__VIM_13 Made 201713.19522__VIM_13 into gene. strand=+, frame=0
201713.19535__dfrA17 Made 201713.19535__dfrA17 into gene. strand=+, frame=0
201713.19543__CTX_M_39 Made 201713.19543__CTX_M_39 into gene. strand=+, frame=0
201713.19548__dfrA21 Made 201713.19548__dfrA21 into gene. strand=+, frame=0
201713.1954__LEN_18 Made 201713.1954__LEN_18 into gene. strand=+, frame=0
201713.19552__KPC_1 Made 201713.19552__KPC_1 into gene. strand=+, frame=0
201713.19557__aph_2PRIMEPRIME__Ie Made 201713.19557__aph_2PRIMEPRIME__Ie into gene. strand=+, frame=0
201713.1959__aac_3__IIIa Made 201713.1959__aac_3__IIIa into gene. strand=+, frame=0
201713.19611__aph_3PRIME__IIc Made 201713.19611__aph_3PRIME__IIc into gene. strand=+, frame=0
201713.19615__aadA3 Made 201713.19615__aadA3 into gene. strand=+, frame=0
201713.19619__OXA_32 Made 201713.19619__OXA_32 into gene. strand=+, frame=0
201713.1961__CTX_M_32 Made 201713.1961__CTX_M_32 into gene. strand=+, frame=0
201713.19624__QnrB14 Made 201713.19624__QnrB14 into gene. strand=+, frame=0
201713.19628__fosB Made 201713.19628__fosB into gene. strand=+, frame=0
201713.19632__CTX_M_30 Made 201713.19632__CTX_M_30 into gene. strand=+, frame=0
201713.19637__sul1 Made 201713.19637__sul1 into gene. strand=+, frame=0
201713.19642__CMY_69 Made 201713.19642__CMY_69 into gene. strand=+, frame=0
201713.19646__OXA_333 Made 201713.19646__OXA_333 into gene. strand=+, frame=0
201713.19651__VIM_31 Made 201713.19651__VIM_31 into gene. strand=+, frame=0
201713.19659__aac_6PRIME__Iai Made 201713.19659__aac_6PRIME__Iai into gene. strand=+, frame=0
201713.1966__TEM_112 Made 201713.1966__TEM_112 into gene. strand=+, frame=0
201713.19712__CTX_M_77 Made 201713.19712__CTX_M_77 into gene. strand=+, frame=0
201713.19717__SHV_78 Made 201713.19717__SHV_78 into gene. strand=+, frame=0
201713.19722__B_11 Made 201713.19722__B_11 into gene. strand=+, frame=0
201713.19726__mcr_1.2 Made 201713.19726__mcr_1.2 into gene. strand=+, frame=0
201713.19735__aadA6 Made 201713.19735__aadA6 into gene. strand=+, frame=0
201713.19739__FONA_5 Made 201713.19739__FONA_5 into gene. strand=+, frame=0
201713.1973__VIM_19 Made 201713.1973__VIM_19 into gene. strand=+, frame=0
201713.19744__OXA_117 Made 201713.19744__OXA_117 into gene. strand=+, frame=0
201713.19748__OXA_60like Made 201713.19748__OXA_60like into gene. strand=+, frame=0
201713.1978__OXA_20 Made 201713.1978__OXA_20 into gene. strand=+, frame=0
201713.19815__TEM_34 Made 201713.19815__TEM_34 into gene. strand=+, frame=0
201713.1981__TEM_186 Made 201713.1981__TEM_186 into gene. strand=+, frame=0
201713.19824__GOB_18 Made 201713.19824__GOB_18 into gene. strand=+, frame=0
201713.19828__dfrB1 Made 201713.19828__dfrB1 into gene. strand=+, frame=0
201713.19833__TEM_166 Made 201713.19833__TEM_166 into gene. strand=+, frame=0
201713.19837__OXA_73 Made 201713.19837__OXA_73 into gene. strand=+, frame=0
201713.19842__TEM_8 Made 201713.19842__TEM_8 into gene. strand=+, frame=0
201713.19846__GES_18 Made 201713.19846__GES_18 into gene. strand=+, frame=0
201713.19851__TEM_53 Made 201713.19851__TEM_53 into gene. strand=+, frame=0
201713.19856__TEM_105 Made 201713.19856__TEM_105 into gene. strand=+, frame=0
201713.1986__CMY_73 Made 201713.1986__CMY_73 into gene. strand=+, frame=0
201713.19914__aac_6PRIME__It Made 201713.19914__aac_6PRIME__It into gene. strand=+, frame=0
201713.19918__VIM_2 Made 201713.19918__VIM_2 into gene. strand=+, frame=0
201713.19923__dfrA6 Made 201713.19923__dfrA6 into gene. strand=+, frame=0
201713.19927__OXA_62 Made 201713.19927__OXA_62 into gene. strand=+, frame=0
201713.19936__OKP_A_14 Made 201713.19936__OKP_A_14 into gene. strand=+, frame=0
201713.19945__OXA_177 Made 201713.19945__OXA_177 into gene. strand=+, frame=0
201713.19949__CMY_4 Made 201713.19949__CMY_4 into gene. strand=+, frame=0
201713.1994__aac_3__VIIIa Made 201713.1994__aac_3__VIIIa into gene. strand=+, frame=0
201713.19954__OXA_208 Made 201713.19954__OXA_208 into gene. strand=+, frame=0
201713.19958__KPC_4 Made 201713.19958__KPC_4 into gene. strand=+, frame=0
201713.1995__IND_11 Made 201713.1995__IND_11 into gene. strand=+, frame=0
201713.1999__QnrB13 Made 201713.1999__QnrB13 into gene. strand=+, frame=0
201714.181015__OXA_255 Made 201714.181015__OXA_255 into gene. strand=+, frame=0
201714.18101__TEM_135 Made 201714.18101__TEM_135 into gene. strand=+, frame=0
201714.181026__rmtA Made 201714.181026__rmtA into gene. strand=+, frame=0
201714.18102__LEN_23 Made 201714.18102__LEN_23 into gene. strand=+, frame=0
201714.181031__SHV_72 Made 201714.181031__SHV_72 into gene. strand=+, frame=0
201714.181036__CMY_56 Made 201714.181036__CMY_56 into gene. strand=+, frame=0
201714.181041__SHV_7 Made 201714.181041__SHV_7 into gene. strand=+, frame=0
201714.181046__B_9 Made 201714.181046__B_9 into gene. strand=+, frame=0
201714.18104__CTX_M_8 Made 201714.18104__CTX_M_8 into gene. strand=+, frame=0
201714.181051__aac_2PRIME__Id Made 201714.181051__aac_2PRIME__Id into gene. strand=+, frame=0
201714.181055__spc Made 201714.181055__spc into gene. strand=+, frame=0
201714.181111__VIM_7 Made 201714.181111__VIM_7 into gene. strand=+, frame=0
201714.181116__aph_3PRIMEPRIME__Ia Made 201714.181116__aph_3PRIMEPRIME__Ia into gene. strand=+, frame=0
201714.181126__CTX_M_47 Made 201714.181126__CTX_M_47 into gene. strand=+, frame=0
201714.18112__SHV_104 Made 201714.18112__SHV_104 into gene. strand=+, frame=0
201714.181131__aac_3__Ia Made 201714.181131__aac_3__Ia into gene. strand=+, frame=0
201714.181136__OXA_54 Made 201714.181136__OXA_54 into gene. strand=+, frame=0
201714.181142__OXA_217 Made 201714.181142__OXA_217 into gene. strand=+, frame=0
201714.181147__ACT_10 Made 201714.181147__ACT_10 into gene. strand=+, frame=0
201714.181151__fosA Made 201714.181151__fosA into gene. strand=+, frame=0
201714.181156__OXY_6_2 Made 201714.181156__OXY_6_2 into gene. strand=+, frame=0
201714.18116__AER_1 Made 201714.18116__AER_1 into gene. strand=+, frame=0
201714.1811__CTX_M_100 Made 201714.1811__CTX_M_100 into gene. strand=+, frame=0
201714.181211__JOHN_1 Made 201714.181211__JOHN_1 into gene. strand=+, frame=0
201714.181215__SHV_36 Made 201714.181215__SHV_36 into gene. strand=+, frame=0
201714.18121__cfrA Made 201714.18121__cfrA into gene. strand=+, frame=0
201714.181225__DHA_5 Made 201714.181225__DHA_5 into gene. strand=+, frame=0
201714.181234__KPC_8 Made 201714.181234__KPC_8 into gene. strand=+, frame=0
201714.181246__PER_4 Made 201714.181246__PER_4 into gene. strand=+, frame=0
201714.18124__OXA_129 Made 201714.18124__OXA_129 into gene. strand=+, frame=0
201714.181252__OXA_69 Made 201714.181252__OXA_69 into gene. strand=+, frame=0
201714.181257__OXA_132 Made 201714.181257__OXA_132 into gene. strand=+, frame=0
201714.18125__OXA_59 Made 201714.18125__OXA_59 into gene. strand=+, frame=0
201714.181312__TEM_189 Made 201714.181312__TEM_189 into gene. strand=+, frame=0
201714.181318__CTX_M_95 Made 201714.181318__CTX_M_95 into gene. strand=+, frame=0
201714.181324__PME_1 Made 201714.181324__PME_1 into gene. strand=+, frame=0
201714.18132__strB Made 201714.18132__strB into gene. strand=+, frame=0
201714.181334__OXY_2_8 Made 201714.181334__OXY_2_8 into gene. strand=+, frame=0
201714.181345__tet_A_ Made 201714.181345__tet_A_ into gene. strand=+, frame=0
201714.18134__cfxA4 Made 201714.18134__cfxA4 into gene. strand=+, frame=0
201714.181356__aac_3__Ih Made 201714.181356__aac_3__Ih into gene. strand=+, frame=0
201714.18135__VEB_1a Made 201714.18135__VEB_1a into gene. strand=+, frame=0
201714.18137__TEM_136 Made 201714.18137__TEM_136 into gene. strand=+, frame=0
201714.181416__OXA_13 Made 201714.181416__OXA_13 into gene. strand=+, frame=0
201714.18141__VEB_1b Made 201714.18141__VEB_1b into gene. strand=+, frame=0
201714.181421__dfrA28 Made 201714.181421__dfrA28 into gene. strand=+, frame=0
201714.181431__CTX_M_67 Made 201714.181431__CTX_M_67 into gene. strand=+, frame=0
201714.181436__tet_42_ Made 201714.181436__tet_42_ into gene. strand=+, frame=0
201714.181441__TEM_148 Made 201714.181441__TEM_148 into gene. strand=+, frame=0
201714.181447__fosA5 Made 201714.181447__fosA5 into gene. strand=+, frame=0
201714.181452__aph_3PRIME__VIb Made 201714.181452__aph_3PRIME__VIb into gene. strand=+, frame=0
201714.181457__CTX_M_7 Made 201714.181457__CTX_M_7 into gene. strand=+, frame=0
201714.181512__aac_6PRIME__Il Made 201714.181512__aac_6PRIME__Il into gene. strand=+, frame=0
201714.181517__IMP_8 Made 201714.181517__IMP_8 into gene. strand=+, frame=0
201714.181521__CMY_66 Made 201714.181521__CMY_66 into gene. strand=+, frame=0
201714.181531__OXA_166 Made 201714.181531__OXA_166 into gene. strand=+, frame=0
201714.181536__QnrA1 Made 201714.181536__QnrA1 into gene. strand=+, frame=0
201714.181541__ant_6__Ib Made 201714.181541__ant_6__Ib into gene. strand=+, frame=0
201714.181546__catQ Made 201714.181546__catQ into gene. strand=+, frame=0
201714.181556__CTX_M_114 Made 201714.181556__CTX_M_114 into gene. strand=+, frame=0
201714.18155__HERA_4 Made 201714.18155__HERA_4 into gene. strand=+, frame=0
201714.18157__QnrB13 Made 201714.18157__QnrB13 into gene. strand=+, frame=0
201714.181612__dfrA14 Made 201714.181612__dfrA14 into gene. strand=+, frame=0
201714.181616__OXA_198 Made 201714.181616__OXA_198 into gene. strand=+, frame=0
201714.181622__QnrB67 Made 201714.181622__QnrB67 into gene. strand=+, frame=0
201714.181627__CMY_49 Made 201714.181627__CMY_49 into gene. strand=+, frame=0
201714.18162__tetA_P_ Made 201714.18162__tetA_P_ into gene. strand=+, frame=0
201714.181632__OXY_6_3 Made 201714.181632__OXY_6_3 into gene. strand=+, frame=0
201714.181637__QnrB3 Made 201714.181637__QnrB3 into gene. strand=+, frame=0
201714.181642__catB10 Made 201714.181642__catB10 into gene. strand=+, frame=0
201714.181646__PER_1 Made 201714.181646__PER_1 into gene. strand=+, frame=0
201714.181652__OXA_114 Made 201714.181652__OXA_114 into gene. strand=+, frame=0
201714.181658__aac_3__Ib_aac_6PRIME__Ib Made 201714.181658__aac_3__Ib_aac_6PRIME__Ib into gene. strand=+, frame=0
201714.18167__VIM_9 Made 201714.18167__VIM_9 into gene. strand=+, frame=0
201714.181713__ACC_2 Made 201714.181713__ACC_2 into gene. strand=+, frame=0
201714.181718__CTX_M_16 Made 201714.181718__CTX_M_16 into gene. strand=+, frame=0
201714.181724__CTX_M_29 Made 201714.181724__CTX_M_29 into gene. strand=+, frame=0
201714.18172__TEM_126 Made 201714.18172__TEM_126 into gene. strand=+, frame=0
201714.181734__QnrB60 Made 201714.181734__QnrB60 into gene. strand=+, frame=0
201714.181743__SHV_60 Made 201714.181743__SHV_60 into gene. strand=+, frame=0
201714.181749__SHV_80 Made 201714.181749__SHV_80 into gene. strand=+, frame=0
201714.181755__QnrB49 Made 201714.181755__QnrB49 into gene. strand=+, frame=0
201714.18178__ACT_7 Made 201714.18178__ACT_7 into gene. strand=+, frame=0
201714.181814__QnrVC5 Made 201714.181814__QnrVC5 into gene. strand=+, frame=0
201714.181819__CMY_77 Made 201714.181819__CMY_77 into gene. strand=+, frame=0
201714.181824__dfrA25 Made 201714.181824__dfrA25 into gene. strand=+, frame=0
201714.181834__TEM_152 Made 201714.181834__TEM_152 into gene. strand=+, frame=0
201714.181839__aac_6PRIME__If Made 201714.181839__aac_6PRIME__If into gene. strand=+, frame=0
201714.181844__TEM_97 Made 201714.181844__TEM_97 into gene. strand=+, frame=0
201714.181849__IMP_33 Made 201714.181849__IMP_33 into gene. strand=+, frame=0
201714.18184__aph_3PRIME__IIa Made 201714.18184__aph_3PRIME__IIa into gene. strand=+, frame=0
201714.181854__OXA_240 Made 201714.181854__OXA_240 into gene. strand=+, frame=0
201714.18189__OXA_165 Made 201714.18189__OXA_165 into gene. strand=+, frame=0
201714.181914__rmtG Made 201714.181914__rmtG into gene. strand=+, frame=0
201714.181919__dfrB4 Made 201714.181919__dfrB4 into gene. strand=+, frame=0
201714.181924__IND_3 Made 201714.181924__IND_3 into gene. strand=+, frame=0
201714.181928__dfrA1 Made 201714.181928__dfrA1 into gene. strand=+, frame=0
201714.181933__IND_12 Made 201714.181933__IND_12 into gene. strand=+, frame=0
201714.181938__TEM_150 Made 201714.181938__TEM_150 into gene. strand=+, frame=0
201714.181943__ARR_3 Made 201714.181943__ARR_3 into gene. strand=+, frame=0
201714.181948__SHV_168 Made 201714.181948__SHV_168 into gene. strand=+, frame=0
201714.181954__ACT_3 Made 201714.181954__ACT_3 into gene. strand=+, frame=0
201714.181959__CTX_M_54 Made 201714.181959__CTX_M_54 into gene. strand=+, frame=0
201714.18195__dfrA7 Made 201714.18195__dfrA7 into gene. strand=+, frame=0
201714.1819__cfiA9 Made 201714.1819__cfiA9 into gene. strand=+, frame=0
201714.182015__sul1 Made 201714.182015__sul1 into gene. strand=+, frame=0
201714.18201__tet_W_ Made 201714.18201__tet_W_ into gene. strand=+, frame=0
201714.182024__LEN_26 Made 201714.182024__LEN_26 into gene. strand=+, frame=0
201714.182036__GIM_1 Made 201714.182036__GIM_1 into gene. strand=+, frame=0
201714.18203__GES_15 Made 201714.18203__GES_15 into gene. strand=+, frame=0
201714.182041__TEM_183 Made 201714.182041__TEM_183 into gene. strand=+, frame=0
201714.182046__TEM_94 Made 201714.182046__TEM_94 into gene. strand=+, frame=0
201714.182052__KPC_2 Made 201714.182052__KPC_2 into gene. strand=+, frame=0
201714.18205__CTX_M_64 Made 201714.18205__CTX_M_64 into gene. strand=+, frame=0
201714.182114__ampH Made 201714.182114__ampH into gene. strand=+, frame=0
201714.182119__FONA_3 Made 201714.182119__FONA_3 into gene. strand=+, frame=0
201714.182125__catA2 Made 201714.182125__catA2 into gene. strand=+, frame=0
201714.18212__SHV_103 Made 201714.18212__SHV_103 into gene. strand=+, frame=0
201714.182136__OXA_149 Made 201714.182136__OXA_149 into gene. strand=+, frame=0
201714.18213__CTX_M_82 Made 201714.18213__CTX_M_82 into gene. strand=+, frame=0
201714.182141__VIM_26 Made 201714.182141__VIM_26 into gene. strand=+, frame=0
201714.182146__fosA Made 201714.182146__fosA into gene. strand=+, frame=0
201714.182151__OKP_B_6 Made 201714.182151__OKP_B_6 into gene. strand=+, frame=0
201714.182157__TEM_120 Made 201714.182157__TEM_120 into gene. strand=+, frame=0
201714.18218__OKP_A_6 Made 201714.18218__OKP_A_6 into gene. strand=+, frame=0
201714.182214__cat Made 201714.182214__cat into gene. strand=+, frame=0
201714.182223__IMP_37 Made 201714.182223__IMP_37 into gene. strand=+, frame=0
201714.182228__SHV_67 Made 201714.182228__SHV_67 into gene. strand=+, frame=0
201714.18222__IMP_25 Made 201714.18222__IMP_25 into gene. strand=+, frame=0
201714.182234__LEN_1 Made 201714.182234__LEN_1 into gene. strand=+, frame=0
201714.18224__OXA_99 Made 201714.18224__OXA_99 into gene. strand=+, frame=0
201714.182256__QnrB24 Made 201714.182256__QnrB24 into gene. strand=+, frame=0
201714.18225__CTX_M_91 Made 201714.18225__CTX_M_91 into gene. strand=+, frame=0
201714.18227__SHV_8 Made 201714.18227__SHV_8 into gene. strand=+, frame=0
201714.182313__OXA_351 Made 201714.182313__OXA_351 into gene. strand=+, frame=0
201714.182318__QnrA6 Made 201714.182318__QnrA6 into gene. strand=+, frame=0
201714.18231__SME_2 Made 201714.18231__SME_2 into gene. strand=+, frame=0
201714.182323__CMY_17 Made 201714.182323__CMY_17 into gene. strand=+, frame=0
201714.182328__SHV_129 Made 201714.182328__SHV_129 into gene. strand=+, frame=0
201714.182334__OKP_A_10 Made 201714.182334__OKP_A_10 into gene. strand=+, frame=0
201714.182339__sul2 Made 201714.182339__sul2 into gene. strand=+, frame=0
201714.182344__aac_6PRIME__Iw Made 201714.182344__aac_6PRIME__Iw into gene. strand=+, frame=0
201714.182349__aph_2PRIMEPRIME__Ih Made 201714.182349__aph_2PRIMEPRIME__Ih into gene. strand=+, frame=0
201714.182358__SHV_143 Made 201714.182358__SHV_143 into gene. strand=+, frame=0
201714.18238__CMY_104 Made 201714.18238__CMY_104 into gene. strand=+, frame=0
201714.182414__OXA_180 Made 201714.182414__OXA_180 into gene. strand=+, frame=0
201714.182419__IMP_14 Made 201714.182419__IMP_14 into gene. strand=+, frame=0
201714.182424__CMY_39 Made 201714.182424__CMY_39 into gene. strand=+, frame=0
201714.182434__dfrA27 Made 201714.182434__dfrA27 into gene. strand=+, frame=0
201714.182439__HERA_5 Made 201714.182439__HERA_5 into gene. strand=+, frame=0
201714.182445__OXA_86 Made 201714.182445__OXA_86 into gene. strand=+, frame=0
201714.18244__CMY_33 Made 201714.18244__CMY_33 into gene. strand=+, frame=0
201714.182451__TEM_82 Made 201714.182451__TEM_82 into gene. strand=+, frame=0
201714.182457__sul1 Made 201714.182457__sul1 into gene. strand=+, frame=0
201714.182513__aadA8b Made 201714.182513__aadA8b into gene. strand=+, frame=0
201714.182518__SHV_70 Made 201714.182518__SHV_70 into gene. strand=+, frame=0
201714.182524__VIM_25 Made 201714.182524__VIM_25 into gene. strand=+, frame=0
201714.182529__CMY_98 Made 201714.182529__CMY_98 into gene. strand=+, frame=0
201714.18252__OXA_358 Made 201714.18252__OXA_358 into gene. strand=+, frame=0
201714.182539__TEM_86 Made 201714.182539__TEM_86 into gene. strand=+, frame=0
201714.182545__QnrB22 Made 201714.182545__QnrB22 into gene. strand=+, frame=0
201714.182549__QnrB6 Made 201714.182549__QnrB6 into gene. strand=+, frame=0
201714.182554__OXA_136 Made 201714.182554__OXA_136 into gene. strand=+, frame=0
201714.18257__GES_4 Made 201714.18257__GES_4 into gene. strand=+, frame=0
201714.182615__CMY_14 Made 201714.182615__CMY_14 into gene. strand=+, frame=0
201714.18261__OXA_357 Made 201714.18261__OXA_357 into gene. strand=+, frame=0
201714.182625__OXA_61 Made 201714.182625__OXA_61 into gene. strand=+, frame=0
201714.18262__QnrB70 Made 201714.18262__QnrB70 into gene. strand=+, frame=0
201714.182635__blaZ Made 201714.182635__blaZ into gene. strand=+, frame=0
201714.18263__QnrB61 Made 201714.18263__QnrB61 into gene. strand=+, frame=0
201714.182641__optrA Made 201714.182641__optrA into gene. strand=+, frame=0
201714.182646__KPC_5 Made 201714.182646__KPC_5 into gene. strand=+, frame=0
201714.182653__CMY_38 Made 201714.182653__CMY_38 into gene. strand=+, frame=0
201714.182657__aac_6PRIME_Ib_cr Made 201714.182657__aac_6PRIME_Ib_cr into gene. strand=+, frame=0
201714.18265__cfiA10 Made 201714.18265__cfiA10 into gene. strand=+, frame=0
201714.1826__CMY_24 Made 201714.1826__CMY_24 into gene. strand=+, frame=0
201714.182713__QnrB25 Made 201714.182713__QnrB25 into gene. strand=+, frame=0
201714.182718__TEM_15 Made 201714.182718__TEM_15 into gene. strand=+, frame=0
201714.182723__SHV_120 Made 201714.182723__SHV_120 into gene. strand=+, frame=0
201714.182729__aadA2 Made 201714.182729__aadA2 into gene. strand=+, frame=0
201714.18272__VEB_3 Made 201714.18272__VEB_3 into gene. strand=+, frame=0
201714.182733__CTX_M_99 Made 201714.182733__CTX_M_99 into gene. strand=+, frame=0
201714.182739__OXA_79 Made 201714.182739__OXA_79 into gene. strand=+, frame=0
201714.182748__dfrA1 Made 201714.182748__dfrA1 into gene. strand=+, frame=0
201714.182752__dfrB2 Made 201714.182752__dfrB2 into gene. strand=+, frame=0
201714.182757__CMY_8 Made 201714.182757__CMY_8 into gene. strand=+, frame=0
201714.18277__OXY_6_4 Made 201714.18277__OXY_6_4 into gene. strand=+, frame=0
201714.182811__CTX_M_81 Made 201714.182811__CTX_M_81 into gene. strand=+, frame=0
201714.182821__aadA1 Made 201714.182821__aadA1 into gene. strand=+, frame=0
201714.18282__QnrB71 Made 201714.18282__QnrB71 into gene. strand=+, frame=0
201714.182835__OXA_354 Made 201714.182835__OXA_354 into gene. strand=+, frame=0
201714.18283__IND_10 Made 201714.18283__IND_10 into gene. strand=+, frame=0
201714.182849__CMY_71 Made 201714.182849__CMY_71 into gene. strand=+, frame=0
201714.18284__SHV_76 Made 201714.18284__SHV_76 into gene. strand=+, frame=0
201714.182854__dfrA33 Made 201714.182854__dfrA33 into gene. strand=+, frame=0
201714.18286__ant_6__Ia Made 201714.18286__ant_6__Ia into gene. strand=+, frame=0
201714.182912__OXA_202 Made 201714.182912__OXA_202 into gene. strand=+, frame=0
201714.182917__armA Made 201714.182917__armA into gene. strand=+, frame=0
201714.182926__tet_D_ Made 201714.182926__tet_D_ into gene. strand=+, frame=0
201714.18293__tet_H_ Made 201714.18293__tet_H_ into gene. strand=+, frame=0
201714.182945__aph_6__Ic Made 201714.182945__aph_6__Ic into gene. strand=+, frame=0
201714.18294__OKP_A_8 Made 201714.18294__OKP_A_8 into gene. strand=+, frame=0
201714.182955__OXA_114 Made 201714.182955__OXA_114 into gene. strand=+, frame=0
201714.18295__mph_C_ Made 201714.18295__mph_C_ into gene. strand=+, frame=0
201714.18298__aac_6PRIME_ Made 201714.18298__aac_6PRIME_ into gene. strand=+, frame=0
201714.183014__IMP_9 Made 201714.183014__IMP_9 into gene. strand=+, frame=0
201714.183019__dfrA32 Made 201714.183019__dfrA32 into gene. strand=+, frame=0
