VFG0-	VFG012832__ipaH1.4	VFG012833__ipaH1.4	VFG012834__ipaH1.4	VFG012835__ipaH1.4	VFG012836__ipaH1.4	VFG012838__ipaH2.5	VFG012839__ipaH2.5	VFG020143__ipaH1.4
VFG0-_1	VFG012840__ipaH4.5	VFG012841__ipaH4.5	VFG012842__ipaH4.5	VFG012843__ipaH4.5	VFG012844__ipaH4.5	VFG020144__ipaH4.5
VFG0-_2	VFG002041__ipaH7.8	VFG012845__ipaH7.8	VFG012847__ipaH7.8	VFG012848__ipaH7.8	VFG012849__ipaH7.8	VFG020145__ipaH7.8
VFG0-_3	VFG002042__ipaH9.8	VFG012850__ipaH9.8	VFG012852__ipaH9.8	VFG012853__ipaH9.8	VFG012854__ipaH9.8	VFG020146__ipaH9.8
VFG012837__ipaH2	VFG012837__ipaH2.5
cluster_1632	VFG035252__c3399	VFG035253__ECP_2815	VFG035254__APECO1_3702	VFG035256__ECO103_3369	VFG035259__ECABU_c31020	VFG035261__ECNA114_2868	VFG035262__ECS88_3098	VFG035263__ECOK1_3205	VFG035265__LF82_439	VFG035266__NRG857_13850	VFG045812__EC958_3105
cluster_1633	VFG042315__y2268
cluster_1634	VFG000540__sptP	VFG003776__sptP	VFG003778__sptP	VFG003779__sptP	VFG018505__sptP	VFG020600__sptP	VFG020601__sptP	VFG020602__sptP	VFG020603__sptP	VFG020604__sptP	VFG020607__sptP	VFG020608__sptP
cluster_1635	VFG041159__SG1030
cluster_1636	VFG041081__YPO0509
cluster_1637	VFG000992__ipgD	VFG012764__ipgD	VFG012766__ipgD	VFG012767__ipgD	VFG020129__ipgD
cluster_1638	VFG033752__tir	VFG033754__tir
cluster_1639	VFG000932__entE	VFG012985__entE	VFG012986__entE	VFG012988__entE	VFG012989__entE	VFG012990__entE	VFG020171__entE
cluster_164	VFG033906__cdtB	VFG043721__cdtB	VFG043738__ZP_03065942
cluster_1640	VFG004435__shdA
cluster_1641	VFG012785__ospC4
cluster_1642	VFG041087__YPO0514
cluster_1643	VFG000754__bfpD	VFG042789__bfpD
cluster_1644	VFG035257__EC55989_3324
cluster_1645	VFG013656__pilN
cluster_1646	VFG034866__espX4	VFG034869__espX4
cluster_1647	VFG000359__ybtE	VFG003381__ybtE	VFG003500__ybtE	VFG012563__ybtE	VFG012564__ybtE	VFG012565__ybtE	VFG012566__ybtE	VFG034160__ybtE	VFG034164__ybtE	VFG034165__ybtE	VFG034166__ybtE	VFG034168__ybtE	VFG034169__ybtE	VFG034170__ybtE	VFG034174__ybtE	VFG034175__ybtE	VFG044332__ybtE	VFG046116__ECVR50_2120
cluster_1648	VFG034777__espL4
cluster_1649	VFG001748__YPO0257	VFG002853__YPA_4027	VFG003359__YPTB0312	VFG017285__YpsIP31758_3830	VFG018954__YPK_3917	VFG020194__YPTS_0336
cluster_165	VFG035912__aatB	VFG035915__aatB	VFG035916__aatB
cluster_1650	VFG034908__espY3	VFG034910__espY3	VFG034911__espY3
cluster_1651	VFG042760__lngB
cluster_1652	VFG013066__shuW
cluster_1653	VFG042774__cofB
cluster_1654	VFG044066__EcSMS35_B0007
cluster_1655	VFG002313__pilQ
cluster_1656	VFG017841__pilQ
cluster_1657	VFG023724__yscP
cluster_1658	VFG035102__c3386	VFG035103__ECP_2801	VFG035104__APECO1_3717	VFG035105__UTI89_C3191	VFG035106__ECO103_3358	VFG035112__ECABU_c30890	VFG035114__ECNA114_2855	VFG035115__EcE24377A_3124	VFG035117__ECOK1_3194	VFG035119__LF82_427	VFG045800__EC958_5032
cluster_1659	VFG035107__O3M_04330	VFG035110__EC55989_3339
cluster_166	VFG042783__cofP
cluster_1660	VFG000723__escC	VFG000819__escC	VFG033587__escC	VFG033588__escC	VFG033589__escC	VFG033593__escC	VFG033594__escC	VFG033595__escC	VFG041540__escC
cluster_1661	VFG013660__pilO
cluster_1662	VFG018931__ddhC
cluster_1663	VFG042359__eibD
cluster_1664	VFG043979__cba
cluster_1665	VFG017843__pilQ
cluster_1666	VFG042383__eibG
cluster_1667	VFG002660__fliI	VFG002779__fliI	VFG002915__fliI	VFG003015__fliI	VFG003285__fliI	VFG003418__fliI	VFG017315__fliI	VFG018984__fliI	VFG020224__fliI
cluster_1668	VFG043071__fljB
cluster_1669	VFG042357__eibC
cluster_167	VFG000834__Z5143	VFG033711__E2348C_3971	VFG033712__G2583_4445	VFG033717__ECO103_3640	VFG033718__ECO111_3730	VFG033719__ECO26_5249
cluster_1670	VFG043679__clbP
cluster_1671	VFG041073__YPO0501
cluster_1672	VFG035510__aec29	VFG035511__aec29	VFG035523__aec29	VFG035524__aec29	VFG035527__aec29	VFG035530__aec29
cluster_1673	VFG000371__yadA	VFG003045__yadA	VFG018824__yadA
cluster_1674	VFG041098__sciI
cluster_1675	VFG023611__yst1E
cluster_1676	VFG040933__etpE
cluster_1677	VFG017842__pilQ
cluster_1678	VFG035459__aec31	VFG035460__aec31	VFG035464__aec31	VFG035469__aec31	VFG035470__aec31	VFG035472__aec31	VFG035475__aec31	VFG046082__ECVR50_0238
cluster_1679	VFG035461__aec31	VFG035462__aec31	VFG035463__aec31	VFG035476__aec31	VFG035477__aec31	VFG035480__aec31	VFG035481__aec31	VFG035482__aec31
cluster_168	VFG017863__YpsIP31758_B0101
cluster_1680	VFG041203__cts1B
cluster_1681	VFG043983__csa
cluster_1682	VFG003561__yst1E
cluster_1683	VFG004006__gogB	VFG004007__gogB	VFG018413__gogB	VFG021023__gogB	VFG021024__gogB
cluster_1684	VFG002696__wzy	VFG002761__y1077_
cluster_1685	VFG000495__ssaC	VFG003828__ssaC	VFG003830__ssaC	VFG003831__ssaC	VFG018486__ssaC	VFG020703__ssaC	VFG020704__ssaC	VFG020705__ssaC	VFG020706__ssaC	VFG020707__ssaC	VFG020708__ssaC	VFG020709__ssaC
cluster_1686	VFG002048__gspE	VFG012898__gspE	VFG040954__gspE
cluster_1687	VFG040961__pulE
cluster_1688	VFG043051__fliC
cluster_1689	VFG000991__icsB	VFG012768__icsB	VFG012770__icsB	VFG012771__icsB	VFG020130__icsB
cluster_169	VFG021104__shdA	VFG021105__shdA
cluster_1690	VFG035762__aec18	VFG035774__aec18
cluster_1691	VFG023576__YE105_C0312
cluster_1692	VFG035519__aec29	VFG035522__aec29
cluster_1693	VFG041217__cts2B
cluster_1694	VFG035359__aaiB
cluster_1695	VFG012992__entC	VFG012993__entC	VFG012994__entC
cluster_1696	VFG042762__lngD
cluster_1697	VFG035760__aec18	VFG035765__aec18	VFG035768__aec18	VFG035769__aec18	VFG035770__aec18	VFG035776__aec18	VFG035777__aec18	VFG046094__ECVR50_0250
cluster_1698	VFG043807__PMI0279
cluster_1699	VFG041170__SG1041
cluster_17	VFG003988__sifB	VFG003989__sifB	VFG003991__sifB	VFG018421__sifB	VFG020989__sifB	VFG020990__sifB	VFG020991__sifB	VFG020992__sifB	VFG020994__sifB	VFG020995__sifB	VFG020996__sifB
cluster_170	VFG042526__afrR
cluster_1700	VFG043986__cfa	VFG043987__cta
cluster_1701	VFG042898__cfcD
cluster_1702	VFG000474__phoQ	VFG004056__phoQ	VFG004058__phoQ	VFG004059__phoQ	VFG018397__phoQ	VFG021075__phoQ	VFG021076__phoQ	VFG021077__phoQ	VFG021078__phoQ	VFG021079__phoQ	VFG021081__phoQ	VFG021082__phoQ	VFG021083__phoQ
cluster_1703	VFG042360__eibE
cluster_1704	VFG043683__clbL
cluster_1705	VFG000671__gtrII	VFG012941__gtr
cluster_1706	VFG002694__gmd
cluster_1707	VFG042241__hrpX
cluster_1708	VFG042776__cofD
cluster_1709	VFG000501__sseC	VFG003858__sseC	VFG003860__sseC	VFG003861__sseC	VFG018474__sseC	VFG020751__sseC	VFG020752__sseC	VFG020753__sseC	VFG020754__sseC	VFG020755__sseC	VFG020756__sseC	VFG020757__sseC	VFG020758__sseC
cluster_171	VFG000399__virF_lcrF	VFG003476__virF_lcrF	VFG023737__virF_lcrF
cluster_1710	VFG012772__ospC2	VFG012773__ospC2	VFG012774__ospC2	VFG012775__ospC2	VFG012776__ospC2	VFG012777__ospC3	VFG012778__ospC3	VFG012779__ospC3	VFG012780__ospC3	VFG012781__ospC3	VFG012783__ospC4	VFG012784__ospC4	VFG020131__ospC2	VFG020132__ospC3
cluster_1711	VFG018485__ssaC
cluster_1712	VFG035663__aec23	VFG035664__aec23	VFG035677__aec23	VFG035678__aec23	VFG035681__aec23	VFG035682__aec23	VFG035684__aec23	VFG035685__aec23
cluster_1713	VFG000843__hlyD	VFG033871__hlyD	VFG033875__hlyD
cluster_1714	VFG023781__YE105_C1501
cluster_1715	VFG035864__ECP_0242	VFG035865__APECO1_1753	VFG035866__UTI89_C0255	VFG035869__UM146_16140
cluster_1716	VFG043682__clbM
cluster_1717	VFG004346__sthE	VFG021606__sthE
cluster_1718	VFG000908__hlyD	VFG012472__hlyD	VFG012473__hlyD	VFG012474__hlyD	VFG033876__hlyD	VFG033877__hlyD
cluster_1719	VFG023800__YE105_C1181
cluster_172	VFG000925__fepC	VFG013021__fepC	VFG013022__fepC	VFG013024__fepC	VFG013025__fepC	VFG013026__fepC	VFG020177__fepC
cluster_1720	VFG035409__aaiL	VFG035412__aaiL	VFG035413__aaiL
cluster_1721	VFG001444__aslA
cluster_1722	VFG034849__espX1	VFG034851__espX1	VFG034852__espX1	VFG034856__espX1	VFG034857__espX1	VFG034858__espX1
cluster_1723	VFG023783__YE105_C1500
cluster_1724	VFG002692__manC	VFG002888__YPA_2594	VFG003404__manC	VFG017348__manC	VFG018942__manC	VFG019020__YPK_3181
cluster_1725	VFG012806__ospC1	VFG012807__ospC1	VFG012808__ospC1	VFG012809__ospC1	VFG012810__ospC1	VFG020137__ospC1
cluster_1726	VFG035508__aec29	VFG035513__aec29	VFG035517__aec29	VFG035518__aec29	VFG035525__aec29	VFG035526__aec29	VFG041048__Z0252	VFG046084__ECVR50_0240
cluster_1727	VFG000413__yopH	VFG003214__yopH	VFG003350__yopH	VFG003490__yopH	VFG020287__yopH	VFG023761__yopH
cluster_1728	VFG002703__ddhB	VFG018930__YpAngola_A2898_
cluster_1729	VFG000367__ybtX	VFG002749__ybtX	VFG002883__ybtX	VFG003508__ybtX	VFG012531__ybtX	VFG012532__ybtX	VFG012533__ybtX	VFG012534__ybtX	VFG018925__ybtX	VFG020302__ybtX	VFG034024__ybtX	VFG034027__ybtX	VFG034028__ybtX	VFG034029__ybtX	VFG034030__ybtX	VFG034032__ybtX	VFG034033__ybtX	VFG034034__ybtX	VFG034039__ybtX	VFG044324__ybtX	VFG046108__ECVR50_2112
cluster_173	VFG042607__sefR
cluster_1730	VFG043052__fliD
cluster_1731	VFG044285__pbtC
cluster_1732	VFG002324__fliD	VFG023628__fliD
cluster_1733	VFG002653__fliD	VFG003412__fliD	VFG017308__fliD
cluster_1734	VFG002363__manC
cluster_1735	VFG043103__fliD
cluster_1736	VFG044140__hasF
cluster_1737	VFG017878__YpsIP31758_B0116
cluster_1738	VFG001441__ibeB	VFG034651__ibeB	VFG034652__ibeB	VFG034654__ibeB	VFG034655__ibeB	VFG034657__ibeB	VFG034658__ibeB	VFG034663__ibeB	VFG034664__ibeB	VFG034665__ibeB	VFG034666__ibeB	VFG034670__ibeB	VFG034671__ibeB	VFG034674__ibeB	VFG034675__ibeB	VFG034676__ibeB	VFG034677__ibeB	VFG034678__ibeB	VFG034681__ibeB	VFG034682__ibeB	VFG034684__ibeB
cluster_1739	VFG041705__nleB3
cluster_174	VFG044293__hmuT
cluster_1740	VFG042799__hofB	VFG045974__hofB	VFG045975__hofB	VFG045977__hofB	VFG045983__CDCO157_0108	VFG045984__hofB_hcpB	VFG045985__hofB_hcpB	VFG045987__O3M_20930	VFG045991__hofB	VFG045992__hofB	VFG045993__ECP_0107	VFG045994__hofB	VFG045995__hofB	VFG045999__hofB	VFG046000__hofB	VFG046001__ETEC_0103	VFG046004__hofB	VFG046007__APECO78_03975	VFG046009__hofB
cluster_1741	VFG042361__eibF
cluster_1742	VFG035344__ECO103_3375	VFG035347__ECABU_c31070	VFG035349__EcE24377A_3135	VFG035350__ECOK1_3214	VFG045817__EC958_5043
cluster_1743	VFG042097__ygeH
cluster_1744	VFG002690__manB	VFG003406__manB	VFG017346__manB1	VFG019017__YPK_3178
cluster_1745	VFG042066__steC
cluster_1746	VFG043110__fliI
cluster_1747	VFG001442__ibeA	VFG012351__ibeA	VFG033411__ibeA
cluster_1748	VFG002362__manB
cluster_1749	VFG043059__fliI
cluster_175	VFG013075__virF	VFG013076__virF	VFG013077__virF	VFG020185__virF
cluster_1750	VFG041198__cts1I
cluster_1751	VFG020159__gspK
cluster_1752	VFG000392__yscP	VFG003195__yscP	VFG003329__yscP	VFG003469__yscP	VFG020268__yscP
cluster_1753	VFG023571__yadA
cluster_1754	VFG035345__EC55989_3315
cluster_1755	VFG002331__fliI	VFG023641__fliI
cluster_1756	VFG042236__hrcN
cluster_1757	VFG034746__espK	VFG034751__espK	VFG034752__espK	VFG034753__espK	VFG041567__espK
cluster_1758	VFG043235__flgK
cluster_1759	VFG002662__fliK	VFG003420__fliK	VFG017317__fliK	VFG018857__fliK	VFG020226__fliK
cluster_176	VFG002681__flgA	VFG002800__flgA	VFG002936__flgA	VFG003439__flgA	VFG017336__flgA	VFG019005__flgA	VFG020245__flgA
cluster_1760	VFG002333__fliK	VFG023645__fliK
cluster_1761	VFG042902__cfcH
cluster_1762	VFG002693__fcL
cluster_1763	VFG002699__wzx	VFG002757__y1074	VFG002896__YPA_2602	VFG003267__YPDSF_2746	VFG003397__wzx	VFG020310__YPTS_1047
cluster_1764	VFG023594__YE105_C0333
cluster_1765	VFG041086__YPO0513
cluster_1766	VFG041199__cts1U
cluster_1767	VFG001759__YPO0267	VFG002864__YPA_4016	VFG003104__fliI1	VFG003370__YPTB0323	VFG017296__YpsIP31758_3818	VFG018965__YPK_3906	VFG020205__YPTS_0347
cluster_1768	VFG035612__aec25	VFG035613__aec25	VFG035626__aec25	VFG035633__aec25
cluster_1769	VFG041200__cts1M
cluster_177	VFG020318__cdtB	VFG020320__cdtB	VFG020321__cdtB	VFG021768__cdtB
cluster_1770	VFG041105__sciO
cluster_1771	VFG000812__escN	VFG033536__escN	VFG033542__escN	VFG033543__escN	VFG033544__escN	VFG041547__escN
cluster_1772	VFG043225__fliI
cluster_1773	VFG020975__sseK1
cluster_1774	VFG000618__iucD	VFG000937__iucD	VFG012520__iucD	VFG012961__iucD	VFG012962__iucD	VFG020167__iucD	VFG033952__iucD	VFG033954__iucD	VFG033958__iucD
cluster_1775	VFG000919__chuW	VFG012609__chuW	VFG012612__chuW	VFG012613__chuW	VFG034300__chuW	VFG034306__chuW	VFG034307__chuW	VFG034308__chuW	VFG034309__chuW	VFG034310__chuW	VFG034311__chuW	VFG034312__chuW	VFG034316__chuW	VFG045852__chuW
cluster_1776	VFG013659__pilO
cluster_1777	VFG018473__sseC
cluster_1778	VFG035121__c3387	VFG035122__ECP_2802	VFG035123__APECO1_3716	VFG035124__UTI89_C3192	VFG035125__ECO103_3359	VFG035130__ECNA114_2856	VFG035131__EcE24377A_3125	VFG035135__LF82_428
cluster_1779	VFG035126__EC55989_3338	VFG035127__EC042_4526
cluster_178	VFG043724__cdtB	VFG043736__cdtB	VFG043741__cdtB
cluster_1780	VFG012874__ipaH
cluster_1781	VFG013661__pilO
cluster_1782	VFG041214__cts2M
cluster_1783	VFG042766__lngH
cluster_1784	VFG004002__sopD2	VFG004004__sopD2
cluster_1785	VFG042780__cofH
cluster_1786	VFG003513__yspC
cluster_1787	VFG000515__ssaN	VFG003918__ssaN	VFG003920__ssaN	VFG003921__ssaN	VFG018451__ssaN	VFG020859__ssaN	VFG020860__ssaN	VFG020861__ssaN	VFG020862__ssaN	VFG020863__ssaN	VFG020864__ssaN	VFG020865__ssaN	VFG020866__ssaN
cluster_1788	VFG034822__espR1	VFG034823__espR1
cluster_1789	VFG035610__aec25	VFG035615__aec25	VFG035620__aec25	VFG035621__aec25	VFG035622__aec25	VFG035629__aec25
cluster_179	VFG043727__cdt_IIIB	VFG043733__cdtB
cluster_1790	VFG041165__SG1036
cluster_1791	VFG044142__hasE
cluster_1792	VFG002121__nleA_espI	VFG033787__nleA_espI	VFG033790__nleA	VFG033794__nleA	VFG033795__nleA
cluster_1793	VFG004240__stbD	VFG004241__stbD	VFG004243__stbD	VFG004244__stbD	VFG018333__stbD	VFG021437__stbD	VFG021438__stbD	VFG021439__stbD	VFG021440__stbD	VFG021441__stbD	VFG021442__stbD	VFG021443__stbD	VFG021444__stbD
cluster_1794	VFG033788__nleA
cluster_1795	VFG020993__sifB
cluster_1796	VFG000390__yscN	VFG003193__yscN	VFG003467__yscN	VFG023720__yscN	VFG023721__yscN
cluster_1797	VFG042081__eivC
cluster_1798	VFG002702__ddhC	VFG002754__y1070	VFG003394__ddhC	VFG017358__ddhC	VFG019028__YPK_3189	VFG020313__YPTS_1044
cluster_1799	VFG017866__YpsIP31758_B0104
cluster_18	VFG013079__virK	VFG013080__VirG	VFG013081__virK	VFG013082__virK	VFG013083__virK	VFG020186__virK
cluster_180	VFG021121__ratB	VFG021122__ratB	VFG021125__ratB	VFG021126__ratB
cluster_1800	VFG044406__hasE
cluster_1801	VFG002311__pilO
cluster_1802	VFG019025__YPK_3186
cluster_1803	VFG042892__pilV
cluster_1804	VFG000368__ybtS	VFG003124__ybtS	VFG003509__ybtS	VFG012527__ybtS	VFG012529__ybtS	VFG034008__ybtS	VFG034012__ybtS	VFG034013__ybtS	VFG034014__ybtS	VFG034016__ybtS	VFG034017__ybtS	VFG034022__ybtS	VFG044323__ybtS
cluster_1805	VFG000424__vexD
cluster_1806	VFG002698__wbyI
cluster_1807	VFG041106__sciP
cluster_1808	VFG018450__ssaN
cluster_1809	VFG035661__aec23	VFG035662__aec23	VFG035666__aec23	VFG035671__aec23	VFG035672__aec23	VFG035673__aec23	VFG035676__aec23	VFG035679__aec23	VFG035680__aec23	VFG046090__ECVR50_0246
cluster_181	VFG042576__ldaH
cluster_1810	VFG003180__yadA	VFG020191__yadA
cluster_1811	VFG041167__SG1038
cluster_1812	VFG000555__invC	VFG003741__invC	VFG003743__invC	VFG003744__invC	VFG018518__invC	VFG018519__invC	VFG020539__invC	VFG020540__invC	VFG020541__invC	VFG020544__invC	VFG020545__invC
cluster_1813	VFG041161__SG1032
cluster_1814	VFG042885__pilO
cluster_1815	VFG001008__spa47	VFG012691__spa47	VFG012693__spa47	VFG012694__spa47	VFG020111__spa47
cluster_1816	VFG003523__ysaN
cluster_1817	VFG040998__aaiR
cluster_1818	VFG000377__yopM	VFG002846__yopM	VFG023772__yopM
cluster_1819	VFG034873__espX5	VFG034875__espX5
cluster_182	VFG000360__ybtT	VFG002742__ybtT	VFG002876__ybtT	VFG003501__ybtT	VFG012559__ybtT	VFG012560__ybtT	VFG012561__ybtT	VFG012562__ybtT	VFG034143__ybtT	VFG034147__ybtT	VFG034148__ybtT	VFG034150__ybtT	VFG034151__ybtT	VFG034152__ybtT	VFG034153__ybtT	VFG034158__ybtT	VFG044331__ybtT	VFG045842__ybtT
cluster_1820	VFG041574__nleA_espI
cluster_1821	VFG002372__wzx
cluster_1822	VFG002677__flgE	VFG003435__flgE	VFG017332__flgE	VFG019001__flgE
cluster_1823	VFG017854__pilV
cluster_1824	VFG035930__aatD	VFG035931__aatD
cluster_1825	VFG002700__wbyH	VFG003396__wbyH	VFG017356__wbyH
cluster_1826	VFG018427__sseJ
cluster_1827	VFG000431__tviB
cluster_1828	VFG012894__gspC
cluster_1829	VFG002317__pilV
cluster_183	VFG042601__myfB
cluster_1830	VFG017853__pilV
cluster_1831	VFG040940__etpL
cluster_1832	VFG043240__fliD
cluster_1833	VFG001827__senB	VFG036084__senB	VFG046101__senB
cluster_1834	VFG003454__yadA
cluster_1835	VFG018341__staG	VFG021414__staG
cluster_1836	VFG043688__clbG
cluster_1837	VFG000403__yscD	VFG003340__yscD	VFG003480__yscD	VFG023743__yscD	VFG023744__yscD
cluster_1838	VFG002348__flgE	VFG023674__flgE
cluster_1839	VFG018375__csgG
cluster_184	VFG044141__hasB
cluster_1840	VFG019024__YPK_3185
cluster_1841	VFG034815__espR1	VFG034817__espR1	VFG034819__espR1
cluster_1842	VFG023788__YE105_C1175
cluster_1843	VFG012942__gtr
cluster_1844	VFG042492__cswG
cluster_1845	VFG044165__entS
cluster_1846	VFG035330__O3M_04335	VFG035333__EC55989_3317
cluster_1847	VFG043212__motB
cluster_1848	VFG044148__iroD
cluster_1849	VFG043230__flgE
cluster_185	VFG003517__ysaT
cluster_1850	VFG042210__epaR
cluster_1851	VFG043612__fimK
cluster_1852	VFG033793__nleA	VFG045339__nleA
cluster_1853	VFG035905__aatA	VFG035908__aatA	VFG035909__aatA
cluster_1854	VFG042225__ABB77403
cluster_1855	VFG000536__prgH	VFG003666__prgH	VFG003668__prgH	VFG003669__prgH	VFG018548__prgH	VFG018549__prgH	VFG020403__prgH	VFG020404__prgH	VFG020405__prgH	VFG020406__prgH	VFG020408__prgH	VFG020409__prgH	VFG020410__prgH
cluster_1856	VFG045347__yaxA
cluster_1857	VFG000545__sipC_sspC	VFG003786__sipC	VFG003788__sipC	VFG003789__sipC	VFG018501__sipC	VFG020619__sipC	VFG020620__sipC	VFG020621__sipC	VFG020624__sipC	VFG020625__sipC	VFG020626__sipC
cluster_1858	VFG001749__YPO0258	VFG002720__y0515	VFG003094__YP0411	VFG003360__YPTB0313	VFG017286__YpsIP31758_3829	VFG018828__YpAngola_A3942	VFG020195__YPTS_0337
cluster_1859	VFG003529__prgH_
cluster_186	VFG040971__pulO
cluster_1860	VFG012505__iroD	VFG012506__iroD	VFG012507__iroD	VFG012508__iroD	VFG012970__iroD	VFG033923__iroD
cluster_1861	VFG002711__cnf	VFG018914__cnf
cluster_1862	VFG004239__stbE
cluster_1863	VFG018500__sipC
cluster_1864	VFG021413__staG
cluster_1865	VFG044297__nrpX
cluster_1866	VFG044337__iroD
cluster_1867	VFG000471__sseJ	VFG003976__sseJ	VFG018428__sseJ	VFG020955__sseJ	VFG020956__sseJ	VFG020957__sseJ	VFG020958__sseJ	VFG020959__sseJ	VFG020960__sseJ	VFG020961__sseJ
cluster_1868	VFG002049__gspF	VFG012900__gspF	VFG020154__gspF	VFG040953__gspF
cluster_1869	VFG040934__etpF
cluster_187	VFG042498__cshF
cluster_1870	VFG000740__escD	VFG000802__escD	VFG033484__escD	VFG033490__escD	VFG033491__escD	VFG033492__escD
cluster_1871	VFG002893__YPA_2599	VFG003264__YPDSF_2743	VFG003400__AJ251712	VFG018937__wzy	VFG023791__YPZ3_2736
cluster_1872	VFG041555__escD
cluster_1873	VFG021570__stfD
cluster_1874	VFG003562__yst1F
cluster_1875	VFG043061__fliK
cluster_1876	VFG035925__aatD	VFG035926__aatD	VFG035928__aatD	VFG035929__aatD
cluster_1877	VFG040962__pulF
cluster_1878	VFG043237__flaA1
cluster_1879	VFG000496__ssaD	VFG003833__ssaD	VFG003835__ssaD	VFG018484__ssaD	VFG020711__ssaD	VFG020712__ssaD	VFG020713__ssaD	VFG020714__ssaD	VFG020716__ssaD	VFG020717__ssaD	VFG020718__ssaD
cluster_188	VFG043047__fliY
cluster_1880	VFG018483__ssaD
cluster_1881	VFG023578__YE105_C0313
cluster_1882	VFG043025__flgE
cluster_1883	VFG044288__pbtF
cluster_1884	VFG002726__y0521_
cluster_1885	VFG000752__bfpC
cluster_1886	VFG023612__yst1F
cluster_1887	VFG041226__ctsH3
cluster_1888	VFG000379__yopB	VFG003316__yopB	VFG003456__yopB	VFG023700__yopB	VFG023701__yopB
cluster_1889	VFG002320__fliB	VFG023622__fliB
cluster_189	VFG043099__fliY
cluster_1890	VFG043050__fliB
cluster_1891	VFG043077__flgE
cluster_1892	VFG043238__flaA2	VFG043239__flaA3
cluster_1893	VFG001016__virA	VFG012797__virA	VFG012800__virA	VFG020135__virA
cluster_1894	VFG035911__aatA
cluster_1895	VFG018862__flgH
cluster_1896	VFG041731__yspE
cluster_1897	VFG042798__hofC	VFG046011__hofC	VFG046012__hofC	VFG046014__hofC	VFG046022__hofC_hcpA	VFG046023__hofC_hcpC	VFG046029__hofC	VFG046030__hofC	VFG046031__ECP_0106	VFG046032__hofC	VFG046033__hofC	VFG046036__hofC	VFG046040__hofC	VFG046044__APECO78_03970	VFG046046__hofC
cluster_1898	VFG044159__fes
cluster_1899	VFG003568__yst1L
cluster_19	VFG017868__YpsIP31758_B0106
cluster_190	VFG043647__clpH
cluster_1900	VFG000709__espG	VFG000833__espG	VFG033720__espG1	VFG033723__espG	VFG033726__espG	VFG033727__espG	VFG033728__espG
cluster_1901	VFG040968__pulL
cluster_1902	VFG041564__espG
cluster_1903	VFG042518__fotG
cluster_1904	VFG002906__fliB	VFG003410__fliB	VFG017306__fliB	VFG018975__fliB	VFG020215__fliB	VFG023623__fliB
cluster_1905	VFG017882__YpsIP31758_B0120
cluster_1906	VFG021183__fimZ
cluster_1907	VFG041726__yspP
cluster_1908	VFG000931__entC	VFG012991__entC	VFG012995__entC	VFG012996__entC	VFG020172__entC
cluster_1909	VFG042545__fasG
cluster_191	VFG021127__ratB
cluster_1910	VFG042338__ECED1_1678
cluster_1911	VFG043242__YPO0743
cluster_1912	VFG002055__gspL	VFG012912__gspL	VFG020160__gspL	VFG040947__gspL
cluster_1913	VFG004221__staG
cluster_1914	VFG002753__y1069	VFG002987__YPN_0975	VFG003127__wcaG1	VFG003271__YPDSF_2750	VFG003393__ddhB	VFG017359__ddhB	VFG019029__YPK_3190	VFG023804__YPZ3_2743
cluster_1915	VFG033778__espG2
cluster_1916	VFG013651__pilL
cluster_1917	VFG004295__steA
cluster_1918	VFG003086__yopM	VFG003495__yopM	VFG018913__yopM	VFG023771__yopM
cluster_1919	VFG035910__aatA
cluster_192	VFG044135__hmuV
cluster_1920	VFG042239__hrpJ
cluster_1921	VFG012513__iroB	VFG012514__iroB	VFG012515__iroB	VFG012972__iroB	VFG033932__iroB	VFG033934__iroB	VFG033935__iroB
cluster_1922	VFG017872__YpsIP31758_B0110
cluster_1923	VFG035898__aatP	VFG035901__aatP	VFG035902__aatP
cluster_1924	VFG043981__CAA68592
cluster_1925	VFG002686__flhB	VFG003444__flhB	VFG017341__flhB	VFG019010__flhB	VFG020250__flhB
cluster_1926	VFG000361__ybtU	VFG002743__ybtU	VFG003383__ybtU	VFG003502__ybtU	VFG012555__ybtU	VFG012557__ybtU	VFG034126__ybtU	VFG034129__ybtU	VFG034130__ybtU	VFG034131__ybtU	VFG034132__ybtU	VFG034133__ybtU	VFG034135__ybtU	VFG034136__ybtU	VFG034137__ybtU	VFG034139__ybtU	VFG034141__ybtU	VFG044330__ybtU	VFG046114__ECVR50_2118
cluster_1927	VFG044287__pbtE
cluster_1928	VFG042219__espT
cluster_1929	VFG012436__espFu_tccP	VFG012437__espFu_tccP	VFG033773__espFu_tccP	VFG033774__espFu_tccP	VFG033775__espFu_tccP	VFG034739__tccP2	VFG034740__tccP2
cluster_193	VFG013070__shuV	VFG044172__chuV
cluster_1930	VFG041001__aaiU
cluster_1931	VFG002357__flhB	VFG023692__flhB
cluster_1932	VFG002689__wzz	VFG002768__y1084	VFG003003__YPN_0993	VFG003407__wzz	VFG017345__wzz	VFG019016__YPK_3177	VFG023779__YPZ3_2728
cluster_1933	VFG043035__flhB
cluster_1934	VFG000986__ipaC	VFG012747__ipaC	VFG012749__ipaC	VFG012750__ipaC	VFG020125__ipaC
cluster_1935	VFG035235__EC55989_3326
cluster_1936	VFG041225__ctsH2
cluster_1937	VFG042254__hrpN
cluster_1938	VFG043087__flhB
cluster_1939	VFG004071__fimI
cluster_194	VFG044236__hmuV
cluster_1940	VFG002321__fliC
cluster_1941	VFG023624__fliC
